kind,engine,model,speaker,device,text_len,words,load_s,gen_s,audio_duration_s,rtf,rss_mb,gpu_mem_mb,sr,channels,file_bytes,peak_dbfs,rms_dbfs,spectral_centroid_hz_mean,spectral_flatness_mean,tempo_bpm_est,est_wpm,lufs_i,out_wav,ok,error
music,musicgen,musicgen-small,,cuda,80,11,0.0,23.482488932000024,8.0,2.935311116500003,1257.51171875,0.0,32000,1,512044,-17.123989323741142,-30.646444257216515,629.4700497503021,2.2007798179402016e-05,101.35135135135135,0.0,I:         -31.4 LUFS,/mnt/c/Users/ayush/Desktop/Music/bench/music/musicgen-small/music.wav,True,
music,musicgen,musicgen-medium,,cuda,80,11,0.0,79.93714702800003,8.0,9.992143378500003,1274.26171875,0.0,32000,1,512044,-12.54653255323619,-28.244744681401855,1175.5478004071067,9.136165317613631e-05,129.31034482758622,0.0,I:         -28.6 LUFS,/mnt/c/Users/ayush/Desktop/Music/bench/music/musicgen-medium/music.wav,True,
music,musicgen,musicgen-large,,cuda,80,11,0.0,167.29751197099995,8.0,20.912188996374994,1274.76171875,0.0,32000,1,512044,-6.339705991756045,-18.382580572280723,1382.0473732537355,0.0003268662258051336,125.0,0.0,I:         -18.7 LUFS,/mnt/c/Users/ayush/Desktop/Music/bench/music/musicgen-large/music.wav,True,
music,musicgen,musicgen-melody,,cuda,80,11,0.0,45.07683050700007,8.0,5.6346038133750085,1274.76171875,0.0,32000,1,512044,-11.495681249677784,-24.847862820872464,884.7274581587986,8.028424781514332e-05,133.92857142857142,0.0,I:         -25.6 LUFS,/mnt/c/Users/ayush/Desktop/Music/bench/music/musicgen-melody/music.wav,True,
music,musicgen,musicgen-melody-large,,cuda,80,11,0.0,121.67580275900013,8.0,15.209475344875017,1274.76171875,0.0,32000,1,512044,-6.972702723376121,-19.70208320754935,756.2858061969134,1.8040132999885827e-05,113.63636363636364,0.0,I:         -20.4 LUFS,/mnt/c/Users/ayush/Desktop/Music/bench/music/musicgen-melody-large/music.wav,True,
music,musicgen,musicgen-style,,cuda,80,11,0.0,42.41522367100015,8.0,5.301902958875019,1274.76171875,0.0,32000,1,512044,-16.553070471568464,-30.137837866294802,1264.0597569500273,0.0003677622589748353,120.96774193548387,0.0,I:         -30.8 LUFS,/mnt/c/Users/ayush/Desktop/Music/bench/music/musicgen-style/music.wav,True,
music,musicgen,musicgen-stereo-small,,cuda,80,11,0.0,23.76551343999995,8.0,2.9706891799999937,1274.76171875,0.0,32000,2,1024044,-8.154626488789102,-21.85442613364264,841.5835532963412,2.1458605260704644e-05,117.1875,0.0,I:         -19.4 LUFS,/mnt/c/Users/ayush/Desktop/Music/bench/music/musicgen-stereo-small/music.wav,True,
music,musicgen,musicgen-stereo-medium,,cuda,80,11,0.0,94.92128017599998,8.0,11.865160021999998,1274.76171875,0.0,32000,2,1024044,-4.076040246143948,-18.79203365785403,1193.181152608656,0.0002550336648710072,120.96774193548387,0.0,I:         -17.0 LUFS,/mnt/c/Users/ayush/Desktop/Music/bench/music/musicgen-stereo-medium/music.wav,True,
music,musicgen,musicgen-stereo-large,,cuda,80,11,0.0,166.5987102219999,8.0,20.82483877774999,1274.76171875,0.0,32000,2,1024044,-1.895364345117331,-19.362136494893324,1291.2758701907633,0.00021137410658411682,138.88888888888889,0.0,I:         -16.8 LUFS,/mnt/c/Users/ayush/Desktop/Music/bench/music/musicgen-stereo-large/music.wav,True,
